,commune_id,commune_name,tranche,nb_foyers,revenue_reference,impot net,nb_foyers_imposes,revenue_reference_impose,nb_foyers_salaire,montant_salaire,nb_foyers_retraite,montant_retraite
,140,Lignan-sur-Orb,20 001 à 30 000,379,"9,361",126,168,"4,106",209,"5,348",186,"4,850"
,140,Lignan-sur-Orb,30 001 à 50 000,407,"15,719",500,291,"11,469",252,"9,410",194,"6,880"
,140,Lignan-sur-Orb,50 001 à 100 000,215,"13,900","1,095",203,"13,189",154,"8,559",82,"3,577"
,140,Lignan-sur-Orb,+ de 100 000,56,"9,898","1,586",n.c.,n.c.,44,"4,234",12,528
,140,Lignan-sur-Orb,Total,"1,947","59,291","3,278",832,"40,617","1,126","34,485",835,"21,201"
,141,La Livinière,Total,322,"6,999",209,114,"4,188",170,"3,522",158,"3,307"
,142,Lodève,0 à 10 000,"1,892","7,232",-80,n.c.,n.c.,687,"4,387",621,"4,969"
,142,Lodève,10 001 à 12 000,369,"4,063",-17,n.c.,n.c.,197,"2,331",182,"2,599"
,142,Lodève,12 001 à 15 000,428,"5,721",-25,n.c.,n.c.,296,"4,382",149,"2,394"
,142,Lodève,15 001 à 20 000,863,"15,003",16,254,"4,592",576,"10,996",316,"6,073"
,142,Lodève,20 001 à 30 000,834,"20,006",341,422,"10,137",512,"13,029",381,"9,184"
,142,Lodève,30 001 à 50 000,646,"24,613",745,453,"17,646",409,"15,772",293,"9,864"
,142,Lodève,50 001 à 100 000,224,"14,278",987,195,"12,544",141,"7,479",111,"5,337"
,142,Lodève,+ de 100 000,32,"4,801",735,n.c.,n.c.,19,"1,930",13,832
,142,Lodève,Total,"5,288","95,718","2,701","1,374","49,374","2,837","60,305","2,066","41,253"
,143,Loupian,0 à 10 000,267,"1,178",-3,n.c.,n.c.,103,685,83,788
,143,Loupian,10 001 à 12 000,91,"1,009",-2,n.c.,n.c.,57,704,35,486
,143,Loupian,12 001 à 15 000,107,"1,440",-5,n.c.,n.c.,78,"1,199",n.c.,n.c.
,143,Loupian,15 001 à 20 000,239,"4,176",11,70,"1,282",167,"3,180",75,"1,466"
,143,Loupian,20 001 à 30 000,267,"6,525",91,127,"3,081",181,"4,679",102,"2,477"
,143,Loupian,30 001 à 50 000,252,"9,731",335,175,"6,890",182,"7,161",95,"3,042"
,143,Loupian,50 001 à 100 000,145,"9,088",607,n.c.,n.c.,105,"6,334",58,"2,550"
,143,Loupian,+ de 100 000,17,"2,239",378,n.c.,n.c.,17,"1,292",n.c.,n.c.
,143,Loupian,Total,"1,385","35,384","1,412",533,"22,172",890,"25,234",478,"11,281"
,144,Lunas,Total,407,"9,298",326,143,"5,681",197,"4,893",199,"4,464"
,145,Lunel,0 à 10 000,"4,689","18,224",-153,32,152,"1,765","10,997","1,569","13,022"
,145,Lunel,10 001 à 12 000,980,"10,812",-77,n.c.,n.c.,614,"7,447",404,"5,580"
,145,Lunel,12 001 à 15 000,"1,452","19,543",-64,19,257,"1,118","17,039",393,"5,926"
,145,Lunel,15 001 à 20 000,"2,805","48,846",65,843,"15,324","1,970","38,084",963,"18,250"
,145,Lunel,20 001 à 30 000,"2,913","70,796","1,193","1,453","35,240","1,975","51,265","1,120","27,149"
,145,Lunel,30 001 à 50 000,"2,558","97,484","3,095","1,717","66,853","1,796","70,044","1,044","33,883"
,145,Lunel,50 001 à 100 000,"1,094","70,719","5,221","1,017","66,086",840,"49,768",370,"16,058"
,145,Lunel,+ de 100 000,166,"25,100","3,896",n.c.,n.c.,122,"11,059",57,"2,968"
,145,Lunel,Total,"16,657","361,523","13,176","5,254","208,641","10,200","255,704","5,920","122,835"
,146,Lunel-Viel,0 à 10 000,504,"2,112",-21,n.c.,n.c.,204,"1,315",161,"1,404"
,146,Lunel-Viel,10 001 à 12 000,148,"1,636",-14,n.c.,n.c.,83,"1,048",69,944
,146,Lunel-Viel,12 001 à 15 000,209,"2,824",-15,n.c.,n.c.,163,"2,573",n.c.,n.c.
,146,Lunel-Viel,15 001 à 20 000,448,"7,858",7,143,"2,600",320,"6,167",145,"2,771"
,146,Lunel-Viel,20 001 à 30 000,550,"13,356",228,279,"6,793",403,"10,573",184,"4,335"
,146,Lunel-Viel,30 001 à 50 000,494,"19,246",496,322,"12,785",394,"15,888",149,"4,569"
,146,Lunel-Viel,50 001 à 100 000,227,"14,690","1,001",215,"13,974",184,"11,588",57,"2,279"
,146,Lunel-Viel,+ de 100 000,31,"6,740","1,128",n.c.,n.c.,24,"2,387",n.c.,n.c.
,146,Lunel-Viel,Total,"2,611","68,462","2,810","1,004","42,914","1,775","51,539",825,"17,640"
,147,Magalas,0 à 10 000,390,"1,762",-28,n.c.,n.c.,158,"1,045",145,"1,351"
,147,Magalas,10 001 à 12 000,100,"1,102",-6,n.c.,n.c.,64,796,34,492
,147,Magalas,12 001 à 15 000,143,"1,930",-3,n.c.,n.c.,105,"1,606",42,647
,147,Magalas,15 001 à 20 000,284,"4,971",3,71,"1,293",171,"3,384",125,"2,392"
,147,Magalas,20 001 à 30 000,385,"9,427",94,154,"3,671",231,"5,795",188,"4,474"
,147,Magalas,30 001 à 50 000,489,"18,716",505,332,"13,024",301,"11,229",261,"8,739"
,147,Magalas,50 001 à 100 000,200,"13,106",854,186,"12,214",148,"8,439",77,"3,691"
,147,Magalas,+ de 100 000,34,"5,775",860,n.c.,n.c.,26,"1,766",13,871
,147,Magalas,Total,"2,025","56,789","2,279",786,"35,919","1,204","34,061",885,"22,656"
,148,Maraussan,0 à 10 000,613,"2,489",-27,11,73,251,"1,620",187,"1,537"
,148,Maraussan,10 001 à 12 000,160,"1,760",-13,n.c.,n.c.,91,"1,120",74,"1,069"
,148,Maraussan,12 001 à 15 000,254,"3,435",-14,n.c.,n.c.,191,"2,840",69,"1,073"
,148,Maraussan,15 001 à 20 000,456,"7,983",-6,139,"2,531",310,"5,945",166,"3,189"
,148,Maraussan,20 001 à 30 000,484,"11,769",182,232,"5,594",317,"7,953",207,"4,917"
,148,Maraussan,30 001 à 50 000,591,"22,749",749,415,"16,390",375,"14,609",272,"9,175"
,148,Maraussan,50 001 à 100 000,292,"18,998","1,271",260,"17,112",236,"13,559",86,"3,694"
,148,Maraussan,+ de 100 000,53,"8,623","1,343",n.c.,n.c.,43,"3,697",11,425
,148,Maraussan,Total,"2,903","77,807","3,486","1,120","50,141","1,814","51,343","1,072","25,079"
,149,Margon,Total,418,"11,017",405,147,"6,326",243,"6,899",168,"4,410"
,150,Marseillan,0 à 10 000,"1,444","6,200",-51,19,116,479,"3,054",560,"4,837"
,150,Marseillan,10 001 à 12 000,361,"3,976",-17,n.c.,n.c.,177,"2,066",198,"2,880"
,150,Marseillan,12 001 à 15 000,552,"7,374",-25,n.c.,n.c.,349,"5,103",213,"3,225"
,150,Marseillan,15 001 à 20 000,992,"17,312",29,329,"6,035",564,"10,654",462,"8,936"
,150,Marseillan,20 001 à 30 000,"1,101","26,779",495,586,"14,125",508,"12,342",658,"16,817"
,150,Marseillan,30 001 à 50 000,"1,076","40,886","1,470",815,"31,533",516,"17,308",688,"23,566"
,150,Marseillan,50 001 à 100 000,448,"29,319","2,429",422,"27,802",240,"12,869",264,"12,695"
,150,Marseillan,+ de 100 000,97,"14,706","2,313",n.c.,n.c.,59,"5,288",44,"2,678"
,150,Marseillan,Total,"6,071","146,553","6,643","2,277","93,526","2,892","68,684","3,087","75,634"
,151,Marsillargues,0 à 10 000,906,"4,024",-45,13,62,358,"2,658",307,"2,745"
,151,Marsillargues,10 001 à 12 000,245,"2,702",-25,n.c.,n.c.,161,"2,030",95,"1,299"
,151,Marsillargues,12 001 à 15 000,373,"5,027",-34,n.c.,n.c.,285,"4,415",105,"1,526"
,151,Marsillargues,15 001 à 20 000,823,"14,319",36,281,"5,095",595,"11,680",258,"4,948"
,151,Marsillargues,20 001 à 30 000,922,"22,394",370,466,"11,310",636,"16,862",336,"8,102"
,151,Marsillargues,30 001 à 50 000,752,"28,335",916,513,"19,740",516,"19,570",328,"10,253"
,151,Marsillargues,50 001 à 100 000,335,"21,660","1,514",310,"20,150",267,"15,469",106,"4,675"
,151,Marsillargues,+ de 100 000,52,"10,330","1,942",n.c.,n.c.,39,"4,518",16,872
,151,Marsillargues,Total,"4,408","108,791","4,675","1,646","66,703","2,857","77,202","1,551","34,419"
,152,Mas-de-Londres,Total,348,"13,972","1,085",154,"10,490",238,"9,283",104,"2,426"
,153,Les Matelles,0 à 10 000,155,684,-10,n.c.,n.c.,58,393,56,460
,153,Les Matelles,10 001 à 12 000,45,498,-5,n.c.,n.c.,28,358,16,n.c.
,153,Les Matelles,12 001 à 15 000,54,722,-6,n.c.,n.c.,41,614,n.c.,n.c.
,153,Les Matelles,15 001 à 20 000,151,"2,651",11,54,994,110,"2,091",45,865
,153,Les Matelles,20 001 à 30 000,202,"4,981",75,102,"2,519",136,"3,482",70,"1,759"
,153,Les Matelles,30 001 à 50 000,288,"11,491",481,216,"8,741",174,"6,699",142,"5,018"
,153,Les Matelles,50 001 à 100 000,253,"17,056","1,171",233,"15,813",187,"11,805",90,"4,614"
,153,Les Matelles,+ de 100 000,53,"9,082","1,422",n.c.,n.c.,47,"5,184",n.c.,425
,153,Les Matelles,Total,"1,201","47,164","3,139",664,"37,198",781,"30,626",441,"13,527"
,154,Mauguio,0 à 10 000,"2,057","9,229",-71,30,180,817,"5,262",662,"5,904"
,154,Mauguio,10 001 à 12 000,554,"6,105",-37,n.c.,n.c.,320,"3,780",229,"3,206"
,154,Mauguio,12 001 à 15 000,838,"11,300",-39,22,298,590,"8,918",268,"4,131"
,154,Mauguio,15 001 à 20 000,"2,005","35,057",62,750,"13,690","1,366","26,321",688,"13,112"
,154,Mauguio,20 001 à 30 000,"2,510","60,944","1,371","1,609","39,217","1,672","43,060",939,"22,857"
,154,Mauguio,30 001 à 50 000,"2,493","96,017","4,294","1,967","76,723","1,489","57,070","1,189","41,367"
,154,Mauguio,50 001 à 100 000,"1,567","104,113","8,408","1,473","98,362","1,168","73,341",533,"24,945"
,154,Mauguio,+ de 100 000,388,"68,896","10,608",n.c.,n.c.,337,"38,767",86,"4,363"
,154,Mauguio,Total,"12,412","391,661","24,597","6,239","296,437","7,759","256,519","4,594","119,886"
,155,Maureilhan,0 à 10 000,268,"1,190",-33,n.c.,n.c.,112,755,81,701
,155,Maureilhan,10 001 à 12 000,82,891,-5,n.c.,n.c.,57,719,n.c.,n.c.
,155,Maureilhan,12 001 à 15 000,112,"1,501",-12,n.c.,n.c.,78,"1,134",38,579
,155,Maureilhan,15 001 à 20 000,227,"3,930",-4,61,"1,119",157,"3,057",80,"1,512"
,155,Maureilhan,20 001 à 30 000,267,"6,496",85,132,"3,188",175,"4,420",107,"2,717"
,155,Maureilhan,30 001 à 50 000,343,"13,420",345,221,"8,857",240,"9,346",144,"4,776"
,155,Maureilhan,50 001 à 100 000,127,"8,013",521,113,"7,235",103,"6,094",29,"1,259"
,155,Maureilhan,+ de 100 000,22,"4,668",769,n.c.,n.c.,13,"1,421",n.c.,n.c.
,155,Maureilhan,Total,"1,448","40,110","1,667",551,"25,090",935,"26,946",511,"12,294"
,156,Mérifons,Total,37,"1,002",36,16,684,15,318,19,563
,157,Mèze,0 à 10 000,"1,672","7,571",-106,21,105,616,"4,179",619,"5,485"
,157,Mèze,10 001 à 12 000,465,"5,146",-24,n.c.,n.c.,251,"3,114",221,"3,084"
,157,Mèze,12 001 à 15 000,562,"7,512",-26,17,225,351,"5,288",218,"3,473"
,157,Mèze,15 001 à 20 000,"1,290","22,534",29,418,"7,588",721,"13,931",581,"11,522"
,157,Mèze,20 001 à 30 000,"1,494","36,377",663,811,"19,647",767,"19,275",798,"20,131"
,157,Mèze,30 001 à 50 000,"1,490","57,143","2,097","1,093","42,774",722,"26,581",909,"32,561"
,157,Mèze,50 001 à 100 000,712,"45,406","3,518",673,"43,017",437,"25,116",358,"17,951"
,157,Mèze,+ de 100 000,93,"18,127","2,721",n.c.,n.c.,80,"7,897",25,"1,091"
,157,Mèze,Total,"7,778","199,815","8,870","3,129","131,321","3,945","105,381","3,729","95,299"
,158,Minerve,Total,81,"1,126",-1,12,401,38,499,26,412
,159,Mireval,0 à 10 000,307,"1,328",-18,n.c.,n.c.,127,783,107,914
,159,Mireval,10 001 à 12 000,96,"1,066",-11,n.c.,n.c.,60,728,n.c.,n.c.
,159,Mireval,12 001 à 15 000,135,"1,812",-8,n.c.,n.c.,98,"1,493",41,626
,159,Mireval,15 001 à 20 000,334,"5,866",9,106,"1,949",219,"4,229",127,"2,463"
,159,Mireval,20 001 à 30 000,412,"10,045",182,225,"5,453",266,"6,852",171,"4,252"
,159,Mireval,30 001 à 50 000,461,"17,845",572,342,"13,430",298,"11,056",245,"7,887"
,159,Mireval,50 001 à 100 000,235,"15,644","1,166",217,"14,573",190,"11,536",84,"3,260"
,159,Mireval,+ de 100 000,37,"5,690",873,n.c.,n.c.,29,"2,053",n.c.,n.c.
,159,Mireval,Total,"2,017","59,296","2,766",935,"41,175","1,287","38,729",819,"20,163"
,160,Mons,Total,450,"9,678",250,144,"5,362",208,"4,188",212,"5,010"
,161,Montady,0 à 10 000,403,"1,641",-13,n.c.,n.c.,144,979,141,"1,187"
,161,Montady,10 001 à 12 000,127,"1,394",-7,n.c.,n.c.,66,811,n.c.,n.c.
,161,Montady,12 001 à 15 000,166,"2,215",-14,n.c.,n.c.,110,"1,616",n.c.,928
,161,Montady,15 001 à 20 000,400,"6,986",-4,121,"2,191",240,"4,678",175,"3,496"
,161,Montady,20 001 à 30 000,467,"11,345",133,191,"4,571",269,"6,857",228,"5,665"
,161,Montady,30 001 à 50 000,514,"19,855",513,345,"13,559",336,"13,025",237,"8,015"
,161,Montady,50 001 à 100 000,232,"14,577","1,065",215,"13,557",176,"9,972",88,"3,848"
,161,Montady,+ de 100 000,30,"4,589",787,n.c.,n.c.,21,"1,594",n.c.,n.c.
,161,Montady,Total,"2,339","62,602","2,459",904,"38,205","1,362","39,531","1,001","24,427"
,162,Montagnac,0 à 10 000,684,"3,084",-25,n.c.,n.c.,255,"1,665",276,"2,526"
,162,Montagnac,10 001 à 12 000,174,"1,924",-16,n.c.,n.c.,115,"1,492",65,n.c.
,162,Montagnac,12 001 à 15 000,252,"3,389",-30,n.c.,n.c.,184,"2,998",72,"1,190"
,162,Montagnac,15 001 à 20 000,434,"7,527",-6,104,"1,889",288,"5,615",160,"2,948"
,162,Montagnac,20 001 à 30 000,454,"10,943",121,182,"4,387",281,"7,060",208,"5,175"
,162,Montagnac,30 001 à 50 000,452,"17,109",399,272,"10,604",287,"10,869",223,"7,502"
,162,Montagnac,50 001 à 100 000,152,"9,838",662,139,"9,008",108,"6,158",n.c.,"2,783"
,162,Montagnac,+ de 100 000,27,"4,357",678,n.c.,n.c.,18,"1,627",n.c.,n.c.
,162,Montagnac,Total,"2,629","58,169","1,782",737,"30,346","1,536","37,485","1,074","23,489"
,163,Montarnaud,0 à 10 000,332,"1,364",-15,n.c.,n.c.,141,938,94,761
,163,Montarnaud,10 001 à 12 000,75,825,-6,n.c.,n.c.,57,677,22,273
,163,Montarnaud,12 001 à 15 000,136,"1,836",-7,n.c.,n.c.,106,"1,579",29,450
,163,Montarnaud,15 001 à 20 000,294,"5,120",6,89,"1,610",216,"4,204",91,"1,709"
,163,Montarnaud,20 001 à 30 000,394,"9,580",146,207,"5,034",279,"7,294",130,"3,211"
,163,Montarnaud,30 001 à 50 000,513,"20,037",587,344,"13,624",374,"15,251",177,"5,640"
,163,Montarnaud,50 001 à 100 000,370,"24,640","1,562",336,"22,592",318,"20,343",73,"3,308"
,163,Montarnaud,+ de 100 000,74,"12,751","2,008",n.c.,n.c.,63,"6,852",11,570
,163,Montarnaud,Total,"2,188","76,154","4,281","1,057","55,456","1,554","57,139",627,"15,923"
,164,Montaud,Total,558,"20,347","1,325",283,"15,670",366,"14,293",192,"5,330"
,165,Montbazin,0 à 10 000,321,"1,161",-23,n.c.,n.c.,118,821,88,656
,165,Montbazin,10 001 à 12 000,69,767,-3,n.c.,n.c.,37,423,33,480
,165,Montbazin,12 001 à 15 000,128,"1,722",-9,n.c.,n.c.,100,"1,597",n.c.,n.c.
,165,Montbazin,15 001 à 20 000,256,"4,442",15,88,"1,592",186,"3,745",75,"1,493"
,165,Montbazin,20 001 à 30 000,313,"7,724",108,157,"3,887",217,"5,758",113,"2,734"
,165,Montbazin,30 001 à 50 000,341,"13,083",387,230,"9,056",235,"9,343",144,"4,803"
,165,Montbazin,50 001 à 100 000,221,"14,691","1,037",198,"13,248",185,"11,895",58,"2,476"
,165,Montbazin,+ de 100 000,32,"4,919",740,n.c.,n.c.,26,"2,246",n.c.,n.c.
,165,Montbazin,Total,"1,681","48,509","2,251",709,"32,643","1,104","35,829",547,"13,493"
,166,Montblanc,0 à 10 000,375,"1,567",-24,12,60,127,785,136,"1,148"
,166,Montblanc,10 001 à 12 000,95,"1,040",-10,n.c.,n.c.,59,689,n.c.,n.c.
,166,Montblanc,12 001 à 15 000,147,"1,983",-15,n.c.,n.c.,105,"1,601",46,749
,166,Montblanc,15 001 à 20 000,284,"4,909",-6,81,"1,460",192,"3,712",98,"1,865"
,166,Montblanc,20 001 à 30 000,325,"7,842",114,148,"3,564",194,"4,830",151,"3,782"
,166,Montblanc,30 001 à 50 000,347,"13,274",365,234,"9,181",217,"8,261",168,"5,890"
,166,Montblanc,50 001 à 100 000,164,"10,705",856,n.c.,n.c.,115,"6,759",55,"2,583"
,166,Montblanc,+ de 100 000,31,"5,989",904,n.c.,n.c.,23,"1,483",n.c.,n.c.
,166,Montblanc,Total,"1,768","47,308","2,185",665,"30,467","1,032","28,120",701,"16,862"
,167,Montels,Total,142,"3,438",81,54,"2,084",87,"2,196",56,"1,291"
,168,Montesquieu,Total,47,960,18,16,510,24,543,22,457
,169,Montferrier-sur-Lez,0 à 10 000,328,"1,278",-26,n.c.,n.c.,105,629,125,847
,169,Montferrier-sur-Lez,10 001 à 12 000,55,607,-9,n.c.,n.c.,37,428,16,219
,169,Montferrier-sur-Lez,12 001 à 15 000,95,"1,271",-12,n.c.,n.c.,65,888,26,382
,169,Montferrier-sur-Lez,15 001 à 20 000,221,"3,899",8,94,"1,706",166,"3,202",63,"1,103"
,169,Montferrier-sur-Lez,20 001 à 30 000,340,"8,330",178,202,"5,019",225,"5,589",120,"3,018"
,169,Montferrier-sur-Lez,30 001 à 50 000,443,"17,262",806,349,"13,695",243,"8,982",225,"8,122"
,169,Montferrier-sur-Lez,50 001 à 100 000,555,"39,016","3,483",514,"36,348",332,"19,925",291,"16,476"
,169,Montferrier-sur-Lez,+ de 100 000,326,"78,795","15,318",n.c.,n.c.,258,"35,083",109,"8,521"
,169,Montferrier-sur-Lez,Total,"2,363","150,460","19,746","1,493","135,191","1,431","74,725",975,"38,688"
,170,Montouliers,Total,156,"3,703",177,54,"2,280",82,"1,972",74,"1,493"
,171,Montoulieu,Total,102,"2,426",92,33,"1,402",61,"1,414",37,894
,172,Montpellier,0 à 10 000,"57,765","194,764","-1,369",450,"2,092","25,262","140,819","11,145","85,055"
,172,Montpellier,10 001 à 12 000,"9,124","100,560",-361,100,"1,106","6,711","76,910","2,421","33,006"
,172,Montpellier,12 001 à 15 000,"13,262","178,627",-499,190,"2,593","10,811","156,277","2,546","38,140"
,172,Montpellier,15 001 à 20 000,"26,892","469,944","2,009","10,830","197,771","21,490","408,240","5,761","108,253"
,172,Montpellier,20 001 à 30 000,"33,168","806,252","22,365","22,674","553,957","26,118","676,898","7,905","189,726"
,172,Montpellier,30 001 à 50 000,"25,478","969,221","54,639","20,270","777,452","18,309","701,765","8,298","287,883"
,172,Montpellier,50 001 à 100 000,"14,015","936,634","86,482","13,167","884,943","10,161","629,463","4,802","251,320"
,172,Montpellier,+ de 100 000,"3,376","645,412","118,421","3,315","635,927","2,627","303,776",907,"61,082"
,172,Montpellier,Total,"183,080","4,301,414","281,688","70,996","3,055,842","121,489","3,094,147","43,785","1,054,465"
,173,Montpeyroux,Total,872,"24,551","1,273",357,"16,510",537,"15,749",327,"7,625"
,174,Moulès-et-Baucels,Total,524,"14,054",634,181,"8,176",342,"8,694",202,"5,084"
,175,Mourèze,Total,120,"3,191",163,51,"2,230",65,"1,908",45,"1,180"
,176,Mudaison,0 à 10 000,235,980,-11,n.c.,n.c.,99,713,70,576
,176,Mudaison,10 001 à 12 000,68,743,-2,n.c.,n.c.,41,500,26,360
,176,Mudaison,12 001 à 15 000,122,"1,644",-4,n.c.,n.c.,99,"1,485",24,318
,176,Mudaison,15 001 à 20 000,273,"4,789",7,93,"1,695",213,"4,166",64,"1,267"
,176,Mudaison,20 001 à 30 000,357,"8,643",189,208,"5,057",250,"6,355",132,"3,106"
,176,Mudaison,30 001 à 50 000,405,"15,585",524,283,"11,054",292,"11,564",145,"4,704"
,176,Mudaison,50 001 à 100 000,260,"17,000","1,236",241,"15,889",220,"13,738",68,"2,808"
